target_area,target_cultivar,predictor_input_key,predictor_input_label,predictor_prior_category,n_obs,start_year,end_year,posterior_mean,posterior_median,ci_2_5,ci_97_5,interpretation
Olifants River,Chenin Blanc,permanent_labour,Permanent Labour,Permanent Labour,13,2013,2025,0.401575649166716,0.400888944532105,0.0460316884672166,0.763293898686868,Permanent Labour has a credibly positive association with Chenin Blanc yield in Olifants River
Olifants River,Chenin Blanc,water_costs,Water Costs,Irrigation,13,2013,2025,0.478643097877047,0.478207312691933,0.0274340700790166,0.943727914328042,Water Costs has a credibly positive association with Chenin Blanc yield in Olifants River
Paarl,Chenin Blanc,organic_material,Organic Material,Organic fertilizer cost,8,2013,2020,0.599564573581269,0.598617170785153,0.0570937875534385,1.13592203156764,Organic Material has a credibly positive association with Chenin Blanc yield in Paarl
Paarl,Chenin Blanc,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,13,2013,2025,0.367606268153359,0.367912941471413,0.00603594547422165,0.730326067684109,Seasonal Labour & Contract Work has a credibly positive association with Chenin Blanc yield in Paarl
Stellenbosch,Chenin Blanc,herbicide_control,Herbicide Control,Herbacide Cost,11,2013,2025,0.531388094938857,0.532388263369187,0.0425140262437646,1.02576795308447,Herbicide Control has a credibly positive association with Chenin Blanc yield in Stellenbosch
Swartland,Chenin Blanc,fixed_improvements,Fixed Improvements,Fixed repairs,13,2013,2025,0.414125525760364,0.414849505402251,0.0556678261930902,0.773206735716051,Fixed Improvements has a credibly positive association with Chenin Blanc yield in Swartland
Swartland,Chenin Blanc,fuel,Fuel,Fuel,13,2013,2025,0.28645974513582,0.28673411692026,0.0415864825841828,0.534388171569598,Fuel has a credibly positive association with Chenin Blanc yield in Swartland
Swartland,Chenin Blanc,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,13,2013,2025,0.391250217859198,0.392036482448703,0.0295765588273163,0.759772441864579,Moveable Assets Or Production Means has a credibly positive association with Chenin Blanc yield in Swartland
Swartland,Chenin Blanc,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,13,2013,2025,0.543585796030655,0.544895523421458,0.181836352660889,0.900856367084902,Seasonal Labour & Contract Work has a credibly positive association with Chenin Blanc yield in Swartland
Worcester,Chenin Blanc,fixed_improvements,Fixed Improvements,Fixed repairs,13,2013,2025,0.366972418892801,0.364713291131901,0.0130608715231042,0.731610452911557,Fixed Improvements has a credibly positive association with Chenin Blanc yield in Worcester
Cape South Coast,Cinsaut,supervision,Supervision,Management,10,2016,2025,0.426863053459213,0.424862938591643,0.0448067523985195,0.81311635164558,Supervision has a credibly positive association with Cinsaut yield in Cape South Coast
Cape South Coast,Cinsaut,vineyards,Vineyards,Vineyard Repair,10,2016,2025,0.460749941100806,0.460853001936622,0.0802028052273964,0.843253111966411,Vineyards has a credibly positive association with Cinsaut yield in Cape South Coast
Klein Karoo,Cinsaut,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,9,2013,2025,0.425283035718242,0.424248712097843,0.0417808616250768,0.818532327142635,Moveable Assets Or Production Means has a credibly positive association with Cinsaut yield in Klein Karoo
Klein Karoo,Cinsaut,permanent_labour,Permanent Labour,Permanent Labour,9,2013,2025,0.414345483240485,0.414480918440245,0.0282406124181607,0.801477950673328,Permanent Labour has a credibly positive association with Cinsaut yield in Klein Karoo
Klein Karoo,Cinsaut,vineyards,Vineyards,Vineyard Repair,9,2013,2025,0.40928580605421,0.407303951565811,0.0322768549889311,0.791082591492568,Vineyards has a credibly positive association with Cinsaut yield in Klein Karoo
Olifants River,Cinsaut,fixed_improvements,Fixed Improvements,Fixed repairs,13,2013,2025,0.384825772214434,0.384999622062456,0.0249465263015998,0.745350685917449,Fixed Improvements has a credibly positive association with Cinsaut yield in Olifants River
Olifants River,Cinsaut,permanent_labour,Permanent Labour,Permanent Labour,13,2013,2025,0.425640945033505,0.425317226940251,0.0614287955232155,0.790373901107739,Permanent Labour has a credibly positive association with Cinsaut yield in Olifants River
Paarl,Cinsaut,crop_protection,Crop Protection,Pestacide cost,13,2013,2025,0.544907249641563,0.545133789841174,0.0903618780986319,1.00301021500998,Crop Protection has a credibly positive association with Cinsaut yield in Paarl
Paarl,Cinsaut,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,13,2013,2025,0.431991756073588,0.430708850839408,0.0758507302866695,0.787162947606249,Seasonal Labour & Contract Work has a credibly positive association with Cinsaut yield in Paarl
Stellenbosch,Cinsaut,electricity,Electricity,Electricity,13,2013,2025,-0.532016849479359,-0.531610225670418,-1.03912890249562,-0.0182236029770064,Electricity has a credibly negative association with Cinsaut yield in Stellenbosch
Stellenbosch,Cinsaut,hired_transport,Hired Transport,Transport Rental,13,2013,2025,0.711010062396786,0.711352212117375,0.18789540453015,1.22621498572741,Hired Transport has a credibly positive association with Cinsaut yield in Stellenbosch
Stellenbosch,Cinsaut,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,13,2013,2025,0.410394214412963,0.410611448302141,0.0427830922352799,0.762229294901612,Seasonal Labour & Contract Work has a credibly positive association with Cinsaut yield in Stellenbosch
Stellenbosch,Cinsaut,water_costs,Water Costs,Irrigation,13,2013,2025,0.554408120805148,0.554134632178597,0.106817553842337,1.00682993406146,Water Costs has a credibly positive association with Cinsaut yield in Stellenbosch
Swartland,Cinsaut,crop_protection,Crop Protection,Pestacide cost,13,2013,2025,0.547675980026659,0.550589485282309,0.0770296512250425,1.00603422582838,Crop Protection has a credibly positive association with Cinsaut yield in Swartland
Swartland,Cinsaut,fixed_improvements,Fixed Improvements,Fixed repairs,13,2013,2025,0.37657186195644,0.376799488397216,0.0131731634874103,0.734047833430103,Fixed Improvements has a credibly positive association with Cinsaut yield in Swartland
Swartland,Cinsaut,hired_transport,Hired Transport,Transport Rental,13,2013,2025,0.538608684617685,0.540203884124867,0.0257526894321519,1.05077901557015,Hired Transport has a credibly positive association with Cinsaut yield in Swartland
Swartland,Cinsaut,permanent_labour,Permanent Labour,Permanent Labour,13,2013,2025,0.36871866666156,0.369578652280827,0.00563422548395314,0.736927335216537,Permanent Labour has a credibly positive association with Cinsaut yield in Swartland
Swartland,Cinsaut,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,13,2013,2025,0.39060610290512,0.38923606237954,0.0308657935142995,0.753855867126604,Seasonal Labour & Contract Work has a credibly positive association with Cinsaut yield in Swartland
Worcester,Cinsaut,supervision,Supervision,Management,13,2013,2025,0.372864886560943,0.373656126365182,0.014280098301017,0.73142778923058,Supervision has a credibly positive association with Cinsaut yield in Worcester
Northern Cape,Colombard,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,13,2013,2025,0.417413989801651,0.418276441360217,0.0568004811465634,0.774665383390615,Seasonal Labour & Contract Work has a credibly positive association with Colombard yield in Northern Cape
Paarl,Colombard,fixed_improvements,Fixed Improvements,Fixed repairs,13,2013,2025,0.401176021142788,0.401544439549503,0.0423282938756314,0.761825699220949,Fixed Improvements has a credibly positive association with Colombard yield in Paarl
Paarl,Colombard,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,13,2013,2025,0.414519343502436,0.419129694972416,0.0487516452723928,0.766805592305818,Moveable Assets Or Production Means has a credibly positive association with Colombard yield in Paarl
Paarl,Colombard,organic_material,Organic Material,Organic fertilizer cost,8,2013,2020,0.649830942364674,0.649512795182558,0.107829927129159,1.18658079658876,Organic Material has a credibly positive association with Colombard yield in Paarl
Paarl,Colombard,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,13,2013,2025,0.401920099902294,0.402606309753028,0.0417304633450329,0.760972173828201,Seasonal Labour & Contract Work has a credibly positive association with Colombard yield in Paarl
Stellenbosch,Colombard,fuel,Fuel,Fuel,13,2013,2025,0.264788807654588,0.265908108935122,0.0172921234121708,0.507058045253554,Fuel has a credibly positive association with Colombard yield in Stellenbosch
Swartland,Colombard,electricity,Electricity,Electricity,13,2013,2025,-0.664548074917015,-0.665546392726316,-1.17062523785448,-0.144770249857966,Electricity has a credibly negative association with Colombard yield in Swartland
Swartland,Colombard,herbicide_control,Herbicide Control,Herbacide Cost,11,2013,2025,0.525849269172845,0.524933689453115,0.0300487085698494,1.01083754282586,Herbicide Control has a credibly positive association with Colombard yield in Swartland
Swartland,Colombard,organic_material,Organic Material,Organic fertilizer cost,8,2013,2020,0.722081189729999,0.723831505711767,0.18480257596681,1.26008685945275,Organic Material has a credibly positive association with Colombard yield in Swartland
Breedekloof,Merlot,water_costs,Water Costs,Irrigation,13,2013,2025,0.534379530191211,0.535212510902698,0.0906221473765025,0.98264651654086,Water Costs has a credibly positive association with Merlot yield in Breedekloof
Klein Karoo,Merlot,hired_transport,Hired Transport,Transport Rental,13,2013,2025,0.635419622890947,0.636785257828359,0.118581929627482,1.14508750699004,Hired Transport has a credibly positive association with Merlot yield in Klein Karoo
Klein Karoo,Merlot,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,13,2013,2025,0.422809614731989,0.421348547632367,0.0629109206923843,0.78127264939123,Seasonal Labour & Contract Work has a credibly positive association with Merlot yield in Klein Karoo
Klein Karoo,Merlot,supervision,Supervision,Management,13,2013,2025,0.372429360013134,0.371613629172984,0.0118254005871977,0.743532842115148,Supervision has a credibly positive association with Merlot yield in Klein Karoo
Klein Karoo,Merlot,water_costs,Water Costs,Irrigation,13,2013,2025,0.462551718761944,0.460669099426235,0.00797168535817955,0.913832908347373,Water Costs has a credibly positive association with Merlot yield in Klein Karoo
Northern Cape,Merlot,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,13,2013,2025,0.382896419407914,0.384129061747338,0.0186879859860297,0.741210974160744,Seasonal Labour & Contract Work has a credibly positive association with Merlot yield in Northern Cape
Olifants River,Merlot,crop_protection,Crop Protection,Pestacide cost,13,2013,2025,0.480122947050413,0.480360151662784,0.0143144873554997,0.952919526752464,Crop Protection has a credibly positive association with Merlot yield in Olifants River
Olifants River,Merlot,fixed_improvements,Fixed Improvements,Fixed repairs,13,2013,2025,0.411623983067062,0.411079258944194,0.0496937257995161,0.775420210332873,Fixed Improvements has a credibly positive association with Merlot yield in Olifants River
Olifants River,Merlot,hired_transport,Hired Transport,Transport Rental,13,2013,2025,0.539440365528956,0.54119214049919,0.0237057195869508,1.06052904436829,Hired Transport has a credibly positive association with Merlot yield in Olifants River
Olifants River,Merlot,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,13,2013,2025,0.477657797060907,0.478405707098284,0.11415892706201,0.838952406094471,Moveable Assets Or Production Means has a credibly positive association with Merlot yield in Olifants River
Olifants River,Merlot,permanent_labour,Permanent Labour,Permanent Labour,13,2013,2025,0.47542751493475,0.477547430101479,0.112602907949184,0.835617592876116,Permanent Labour has a credibly positive association with Merlot yield in Olifants River
Olifants River,Merlot,supervision,Supervision,Management,13,2013,2025,0.410926528684319,0.408896659671839,0.057184992782307,0.778817099584878,Supervision has a credibly positive association with Merlot yield in Olifants River
Olifants River,Merlot,vineyards,Vineyards,Vineyard Repair,13,2013,2025,0.372537511214597,0.371228063997161,0.0178102395595262,0.739220380925198,Vineyards has a credibly positive association with Merlot yield in Olifants River
Olifants River,Merlot,water_costs,Water Costs,Irrigation,13,2013,2025,0.701775071807252,0.701474684212203,0.262217302822093,1.14651877634816,Water Costs has a credibly positive association with Merlot yield in Olifants River
Paarl,Merlot,crop_protection,Crop Protection,Pestacide cost,13,2013,2025,0.535979557766079,0.537823801051693,0.0817194071877299,0.985115848851111,Crop Protection has a credibly positive association with Merlot yield in Paarl
Paarl,Merlot,hired_transport,Hired Transport,Transport Rental,13,2013,2025,-0.547943324426208,-0.5466940471463,-1.07617519987191,-0.0250284789737919,Hired Transport has a credibly negative association with Merlot yield in Paarl
Paarl,Merlot,organic_material,Organic Material,Organic fertilizer cost,8,2013,2020,0.617235898979438,0.616130905453741,0.0701701186687951,1.16800862126303,Organic Material has a credibly positive association with Merlot yield in Paarl
Paarl,Merlot,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,13,2013,2025,0.366906680372661,0.368289844921198,0.0109944944519835,0.720528715500106,Seasonal Labour & Contract Work has a credibly positive association with Merlot yield in Paarl
Stellenbosch,Merlot,electricity,Electricity,Electricity,13,2013,2025,-0.616154308312634,-0.614095760749683,-1.12471917530519,-0.106165578542911,Electricity has a credibly negative association with Merlot yield in Stellenbosch
Stellenbosch,Merlot,herbicide_control,Herbicide Control,Herbacide Cost,11,2013,2025,0.506527837788613,0.508298482621696,0.0157001664459485,0.992860324708123,Herbicide Control has a credibly positive association with Merlot yield in Stellenbosch
Stellenbosch,Merlot,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,13,2013,2025,0.43848850268533,0.438600809344028,0.0830923852365622,0.79210871072891,Seasonal Labour & Contract Work has a credibly positive association with Merlot yield in Stellenbosch
Swartland,Merlot,fertilizer,Fertilizer,Fertilization Cost,13,2013,2025,0.599692853333002,0.598423886589993,0.141852280216705,1.06148423167427,Fertilizer has a credibly positive association with Merlot yield in Swartland
Swartland,Merlot,fixed_improvements,Fixed Improvements,Fixed repairs,13,2013,2025,0.478660976586845,0.479643759802888,0.114238147291824,0.835508433361084,Fixed Improvements has a credibly positive association with Merlot yield in Swartland
Swartland,Merlot,fuel,Fuel,Fuel,13,2013,2025,0.261305033695154,0.259464235383612,0.0138175639073349,0.512189339986943,Fuel has a credibly positive association with Merlot yield in Swartland
Swartland,Merlot,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,13,2013,2025,0.506036110462077,0.506297185787755,0.140329463021226,0.854825974625215,Moveable Assets Or Production Means has a credibly positive association with Merlot yield in Swartland
Swartland,Merlot,permanent_labour,Permanent Labour,Permanent Labour,13,2013,2025,0.401969197787311,0.401947148028239,0.042540789665697,0.764642709267738,Permanent Labour has a credibly positive association with Merlot yield in Swartland
Swartland,Merlot,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,13,2013,2025,0.480635658055443,0.478992629134646,0.121844734540551,0.838313194040581,Seasonal Labour & Contract Work has a credibly positive association with Merlot yield in Swartland
Swartland,Merlot,seed,Seed,Intermediate Goods,13,2013,2025,0.735812237438677,0.732870437340586,0.225945050331228,1.24545577988324,Seed has a credibly positive association with Merlot yield in Swartland
Worcester,Merlot,seed,Seed,Intermediate Goods,13,2013,2025,0.684344551254252,0.683851881318271,0.172657902192665,1.20303138343885,Seed has a credibly positive association with Merlot yield in Worcester
Cape South Coast,Pinotage,water_costs,Water Costs,Irrigation,13,2013,2025,0.524877929997111,0.523702687513908,0.0799922834628142,0.981799323988795,Water Costs has a credibly positive association with Pinotage yield in Cape South Coast
Klein Karoo,Pinotage,supervision,Supervision,Management,13,2013,2025,0.372233256113915,0.373214517503854,0.00518421194008786,0.726857074629009,Supervision has a credibly positive association with Pinotage yield in Klein Karoo
Klein Karoo,Pinotage,vineyards,Vineyards,Vineyard Repair,13,2013,2025,0.438571377430365,0.441747470450216,0.0713983684551271,0.800708663296055,Vineyards has a credibly positive association with Pinotage yield in Klein Karoo
Olifants River,Pinotage,fixed_improvements,Fixed Improvements,Fixed repairs,13,2013,2025,0.514147665573078,0.513484694850317,0.160114047171326,0.87236237424447,Fixed Improvements has a credibly positive association with Pinotage yield in Olifants River
Olifants River,Pinotage,hired_transport,Hired Transport,Transport Rental,13,2013,2025,0.526242467537099,0.527456278500634,0.0108708196912211,1.04422196510871,Hired Transport has a credibly positive association with Pinotage yield in Olifants River
Olifants River,Pinotage,moveable_assets_or_production_means,Moveable Assets Or Production Means,Fixed repairs,13,2013,2025,0.369130914694234,0.369705314470713,0.0176681247163591,0.728860917206751,Moveable Assets Or Production Means has a credibly positive association with Pinotage yield in Olifants River
Olifants River,Pinotage,permanent_labour,Permanent Labour,Permanent Labour,13,2013,2025,0.407393664327641,0.408246815890077,0.0502773578452503,0.757536873930684,Permanent Labour has a credibly positive association with Pinotage yield in Olifants River
Olifants River,Pinotage,supervision,Supervision,Management,13,2013,2025,0.450750700116373,0.446224646899162,0.093169103613978,0.81679922267276,Supervision has a credibly positive association with Pinotage yield in Olifants River
Olifants River,Pinotage,vineyards,Vineyards,Vineyard Repair,13,2013,2025,0.375774519176567,0.374731965039244,0.0117030555224879,0.734912694591572,Vineyards has a credibly positive association with Pinotage yield in Olifants River
Olifants River,Pinotage,water_costs,Water Costs,Irrigation,13,2013,2025,0.724811049926782,0.723421613158073,0.280237099798306,1.16953577431502,Water Costs has a credibly positive association with Pinotage yield in Olifants River
Paarl,Pinotage,organic_material,Organic Material,Organic fertilizer cost,8,2013,2020,0.627106335818361,0.628104366521171,0.0816900759946599,1.15878884657207,Organic Material has a credibly positive association with Pinotage yield in Paarl
Stellenbosch,Pinotage,fuel,Fuel,Fuel,13,2013,2025,0.258286849087461,0.258874222946398,0.0104544419882366,0.506972837520547,Fuel has a credibly positive association with Pinotage yield in Stellenbosch
Stellenbosch,Pinotage,seasonal_labour_contract_work,Seasonal Labour & Contract Work,Seasonal Labour,13,2013,2025,0.438996362924377,0.440187772021277,0.0727379094677542,0.795077835374109,Seasonal Labour & Contract Work has a credibly positive association with Pinotage yield in Stellenbosch
